[11:07:15 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76248'
[11:13:40 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:14:38 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:14:38 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:14:38 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:14:50 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:14:50 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:14:50 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:15:08 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:15:08 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:15:08 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:15:43 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:15:43 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:15:43 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:16:44 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:16:44 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:16:44 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:16:58 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:16:58 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:16:58 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:17:42 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:17:42 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[11:17:42 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[16:53:35 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76259'
[16:53:35 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76259'
[16:53:35 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76259'
[16:53:44 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[16:53:44 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[16:53:44 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76243'
[16:53:52 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76251'
[16:53:52 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76251'
[16:53:52 ::1] admin (1) :SELECT b.BRA_ID_PK ,c.AST_START_DATE ,c.ASSET_STATUS_TYPE_NAME ,c.AST_REMARK ,c.AST_CREATE_DATE ,c.AST_UPDATER FROM WH_BANKRUPT_CASE_DETAIL a JOIN WH_BANKRUPT_ASSETS b ON a.WH_BANKRUPT_ID =b.WH_BANKRUPT_ID JOIN WH_BANKRUPT_ASSETS_MOVEMENT c ON b.BRA_ID_PK =c.AST_BRA_ID_FK WHERE 1=1 AND a.BANKRUPT_CODE ='27498' AND b.ASSET_ID ='76251'
